0	8753185.000000	2686.375000	0.002697	0
1	8749764.000000	2798.625000	0.002690	0
2	8825229.000000	2652.375000	0.002655	0
3	8777478.000000	2672.875000	0.002704	0
4	8801016.000000	2667.125000	0.002644	0
5	8838503.000000	2708.312500	0.002656	0
6	8880110.000000	2631.375000	0.002694	0
7	8711058.000000	2689.687500	0.002705	0
8	8942442.000000	2651.875000	0.002716	0
9	8706851.000000	2706.937500	0.002667	0
0	8721631.000000	2622.875000	0.002666	0
1	8766104.000000	2664.625000	0.002690	0
2	8947123.000000	2639.562500	0.002705	0
3	8738901.000000	2681.125000	0.002686	0
4	8878692.000000	2683.312500	0.002677	0
5	8835169.000000	2691.562500	0.002660	0
6	8973104.000000	2672.812500	0.002694	0
7	8791851.000000	2674.062500	0.002664	0
8	8793383.000000	2700.312500	0.002691	0
9	8718789.000000	2699.687500	0.002670	0
10	8829500.000000	2635.125000	0.002676	0
11	8691344.000000	2684.125000	0.002656	0
12	8848165.000000	2680.250000	0.002698	0
13	9090296.000000	2730.687500	0.002706	0
14	8747234.000000	2705.375000	0.002682	0
15	8687256.000000	2723.125000	0.002657	0
16	8781576.000000	2731.125000	0.002687	0
17	8750555.000000	2675.250000	0.002659	0
18	8911765.000000	2666.125000	0.002689	0
19	8719388.000000	2664.437500	0.002676	0
20	8842094.000000	2689.562500	0.002678	0
21	8954971.000000	2691.437500	0.002638	0
22	8742465.000000	2671.875000	0.002650	0
23	8809925.000000	2685.312500	0.002697	0
24	8792526.000000	2710.875000	0.002673	0
25	9004857.000000	2687.250000	0.002670	0
26	9025221.000000	2681.062500	0.002695	0
27	8932827.000000	2694.812500	0.002694	0
28	8804990.000000	2744.812500	0.002679	0
29	9004556.000000	2669.562500	0.002649	0
30	8860240.000000	2669.562500	0.002682	0
31	8813406.000000	2652.250000	0.002760	0
32	8817949.000000	2768.062500	0.002664	0
33	8898146.000000	2666.187500	0.002710	0
34	8712374.000000	2650.062500	0.002672	0
35	8863413.000000	2634.500000	0.002694	0
36	8853280.000000	2685.250000	0.002682	0
37	8790252.000000	2656.937500	0.002706	0
38	8776091.000000	2716.812500	0.002706	0
39	9491409.000000	2656.687500	0.002660	0
40	8925141.000000	2671.687500	0.002653	0
41	8777670.000000	2674.000000	0.002651	0
42	8711812.000000	2695.250000	0.002691	0
43	8812612.000000	2740.812500	0.002637	0
44	8762647.000000	2712.000000	0.002690	0
